time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
9.78,1.977,-0.7727,-1.256,2.466
9.8,0.7035,0.2656,-1.022,1.269
9.82,-0.5649,0.8299,-0.8901,1.342
9.84,-0.5897,0.4396,-0.7395,1.043
9.86,0.0676,0.0478,-0.6403,0.646
9.88,0.6798,0.0562,-0.7915,1.045
9.9,1.1775,0.4647,-0.7573,1.475
9.92,1.2455,0.6448,-0.2777,1.43
9.94,0.6139,-0.0097,0.1319,0.628
9.96,-0.4873,-0.8806,0.2534,1.038
9.98,-1.5725,-1.3171,0.6094,2.14
